u,v
4886,2799
4495,1498
4134,2866
3134,3481
3582,1186
1400,529
3269,3350
308,3089
621,3598
2861,1846
3901,3094
4044,4122
3553,2673
678,1424
3914,2731
237,920
4880,3666
4458,945
4248,1380
1916,2942
3111,4889
4708,4558
173,2344
3969,1824
570,327
1774,4065
700,10
1526,4357
1103,2095
2245,4861
1782,4414
1371,2195
2881,860
3676,313
2206,161
1107,4280
2665,2726
2873,4468
3348,4474
2414,1920
4624,3685
4866,4316
4875,1010
4982,3066
162,4006
2126,3092
3551,4609
2619,4661
1108,2676
1136,2838
4937,2232
4360,3585
977,3641
3031,4618
1473,2134
2467,2468
3607,4536
3071,963
3351,3058
3215,4167
4148,3675
952,1210
248,295
3850,1924
2569,1506
4289,1314
1248,667
963,127
1851,2579
901,1323
1529,2740
1638,3967
2617,1285
2140,4306
757,72
239,2099
2604,644
1145,1597
127,4760
1906,4713
346,2786
2928,4609
1633,160
1893,312
4737,450
4973,4885
3556,4563
4484,3855
3368,667
185,1936
3719,4359
1675,3348
2162,3477
2688,4753
514,2703
2550,3869
2832,4831
1954,365
3572,1872
3105,3677
1524,4497
1478,834
2384,1500
2874,2607
709,2991
4699,594
3661,3649
2244,2516
565,2833
2722,1872
2454,97
1097,3913
1143,4590
1356,1808
1674,4503
2707,3446
263,3794
3897,3524
3321,3106
200,3527
4084,241
390,847
3725,3625
656,2265
1389,2052
3820,1695
2612,4012
2245,859
2887,2407
2300,4047
4871,4928
2943,4975
2069,3872
4605,1416
2348,2525
117,3722
4518,744
4695,2786
2906,4622
763,2078
4549,2667
3781,545
174,3516
3733,180
4275,3289
3036,1016
467,2528
4223,1913
835,1810
2006,1725
300,985
809,1518
3854,4428
2364,2249
2522,3140
2853,2222
4241,3633
1945,3132
1613,3708
4697,156
3501,2874
3984,4181
471,4763
3800,1854
1419,4979
4415,1987
1715,1739
1631,659
4691,2320
507,762
685,4910
4706,4117
758,1232
4319,191
1547,3282
941,4832
1059,4803
4969,4841
2419,3918
2737,1030
1942,638
3437,3874
3873,2662
162,3411
617,3718
1956,1860
1334,4172
4386,745
848,3505
434,3885
2898,3262
3013,33
3688,3864
4023,2854
1519,3475
3401,3671
4865,596
2341,4292
40,4915
3432,3409
2260,3525
3936,4389
4288,1657
1835,2974
3106,4573
4212,698
2132,1051
3180,4874
4773,1855
1988,4142
4664,773
609,287
79,3887
1951,4169
1351,4814
4375,3016
2123,4370
2933,513
4750,604
364,2550
293,4981
4770,3594
1958,2731
3780,1171
1574,440
524,840
4580,1818
372,4320
335,3722
4791,3099
3214,4058
1139,3655
3438,2136
4792,2090
3245,2542
4514,4257
4423,3021
3032,930
4519,356
381,2841
1532,3893
3719,267
571,3367
3544,1088
1573,2905
2747,1429
2418,947
4040,2141
2020,1051
1451,476
332,2627
2954,1954
1913,912
2993,3454
2971,180
1328,3014
2530,155
4865,2913
293,1377
88,1853
2646,2528
1664,4203
3049,2396
513,3418
1599,3153
895,1205
4433,745
4148,3544
1288,2507
3702,580
3148,4516
3648,617
3855,4672
1770,858
1722,3928
4428,3736
1062,224
1657,1809
1990,2651
1352,3182
2670,656
4880,392
3308,3246
2375,2274
533,4741
2095,715
3653,2568
4341,573
1994,3618
4338,4192
3386,742
2642,2949
4304,2319
2986,779
2750,2547
1804,4127
2750,891
3752,3728
357,2987
78,4770
2370,456
1531,1282
1214,1780
3867,4825
1023,2112
200,2600
3219,3399
4798,90
4785,4348
1680,3485
1867,3307
2386,4615
3050,4270
4238,3133
151,1375
3975,4881
3204,2016
2118,2747
3145,3404
1443,2684
236,1990
3868,3483
3571,4
1921,409
3495,978
1464,2910
886,3757
1157,3386
3179,4824
227,21
2367,1985
2561,2513
664,4031
4692,532
2282,1154
4189,458
1067,2879
3819,3860
435,1877
4732,404
3925,1308
3291,516
737,4681
4587,1791
4008,2445
3740,4816
897,329
4610,2469
4848,88
2073,179
4487,778
1374,420
3202,4453
2128,2560
3764,2576
3053,2712
4378,431
355,522
356,4298
3046,381
3875,626
3844,299
1155,1742
855,4567
1580,1573
1747,1446
4029,4557
736,3033
95,1656
298,2650
244,4291
3677,1837
1274,667
2719,1578
1123,2899
3945,4371
4104,2703
2461,2014
3450,4417
210,4874
953,2806
4787,3433
3220,853
4497,3466
4242,291
4349,3774
4658,3625
2778,2737
2017,1484
2116,2812
4109,2550
1369,1148
2312,2200
4881,4637
754,2317
2655,3817
329,1539
3304,539
439,3534
3743,2582
4669,3848
2695,1334
1137,2236
1357,2647
2324,2608
1415,3081
955,4748
3103,2852
4074,3919
58,4671
4391,4329
71,1398
1828,3884
464,4762
2044,884
4314,4536
1527,2725
4958,4213
1290,4633
3660,3885
3403,2988
1016,3383
1036,4437
3297,1886
4928,1501
3342,2737
1711,4310
1357,1116
2623,2892
3593,2403
3005,3131
3660,712
3692,3528
2544,1957
2031,3441
4006,3127
2637,2012
231,1453
4767,1531
3613,3121
570,1611
1410,2060
3654,3702
1585,1617
430,4293
1272,3376
4302,354
1978,696
593,3882
1135,89
1065,1815
956,3073
553,2292
2078,4048
2063,3603
2478,4522
2512,3697
878,576
1335,701
2328,1945
3776,4985
4761,4668
2194,1673
4983,1867
4295,993
3517,2950
1729,806
3959,1098
2967,895
440,125
1091,3482
3325,787
1877,2503
1341,3869
307,1347
1007,2518
3505,2087
346,1559
2034,4247
2889,1411
1863,279
2389,4508
4766,2367
417,486
863,4623
3690,600
4849,4232
3375,3712
4,4942
1918,2674
3472,3241
1611,289
167,1782
4497,4387
77,2442
4691,27
2982,2124
1984,4604
4105,1042
676,2460
712,3250
4332,4830
352,3654
3293,2678
4133,549
1710,3629
1869,3409
69,1429
3352,1855
3130,2844
2468,1230
3145,4488
260,886
52,3063
1934,1130
857,3384
471,201
1701,3325
4543,2845
4906,4091
2538,3553
1928,2041
2337,2609
1061,2379
1266,670
3856,1262
984,2422
2951,794
4910,3762
3196,969
4203,158
1821,4390
2686,1812
4909,3776
1786,3174
1355,3227
3577,3612
4494,636
4081,3589
1924,3874
3663,1676
1762,3653
4761,4216
4083,4561
3577,3278
2050,1507
2781,1637
3178,1761
3181,4534
4354,257
4430,2656
2985,437
4263,2329
2795,4541
4844,2134
571,3686
684,4355
2107,4791
3995,681
299,1945
4524,2636
1376,1490
2633,4548
4484,1912
3288,100
4443,3177
1303,1880
46,4179
1401,2323
4078,2894
1161,147
4727,3247
3542,4625
138,1566
4563,610
2810,952
423,488
1464,4260
3925,2328
2392,3827
3080,982
4551,2685
1147,4629
4832,4347
4075,548
2143,677
2303,4715
93,2909
802,1309
1258,2731
3556,319
1407,3217
3538,683
4792,2056
242,201
1096,4675
1683,1090
1810,4626
1865,450
4068,682
3490,1362
2066,4277
3094,3995
2309,1830
522,3861
445,4406
3959,3899
4900,1994
1221,831
3075,63
417,4204
1222,2149
3545,1894
816,4621
2237,2338
4227,4425
4878,2562
4039,4954
944,4661
79,50
2242,95
4821,1129
2236,1460
3614,3919
4882,1218
1902,4796
4578,689
4094,2538
1125,3054
133,1812
1943,4818
1532,3670
2317,2189
2757,2817
2458,3789
4655,81
3582,1000
3583,164
4689,2136
356,1794
837,245
80,100
1967,1546
2798,918
2342,2982
1025,3884
2332,3515
3378,1450
2827,4908
757,2154
4619,1790
1705,68
3372,4939
4051,2041
1336,761
4451,3209
3502,2388
3866,3814
3427,3971
1506,4193
976,4362
2427,3883
4976,4020
3337,2354
1634,1188
4424,169
2974,272
898,3338
3725,1455
2706,1169
1284,1990
422,3739
1789,4302
4287,1987
4697,2536
480,2135
2606,526
330,4237
2405,761
236,1349
1170,4992
2203,3943
4760,3006
1030,4787
3677,1237
4385,3831
2867,3075
849,3424
4121,3892
4058,749
2504,4430
2658,262
1309,3562
2086,652
1202,1833
2240,3008
1445,3814
4795,4794
1412,1241
2257,1072
2069,1816
506,3602
572,992
3350,326
1883,1791
4184,1968
3268,817
1960,493
2503,2821
1673,659
3283,4493
2253,3829
1771,2996
2693,2736
4960,3320
468,691
2601,30
4168,1371
1367,1656
4469,4432
3852,247
445,3379
4551,2325
3987,462
3878,877
3304,1986
2595,2193
1312,4984
754,2045
1683,760
1416,2116
2883,4710
234,362
2478,4235
1404,1098
2608,4443
2262,3183
3326,4006
1325,2416
529,3614
631,1034
4896,3433
4740,1415
3552,718
4131,2085
4134,899
192,2191
2462,2847
2500,123
199,627
4289,306
3090,2483
2166,2739
1998,786
2535,4090
3377,3277
755,4735
873,1140
4539,4943
324,1735
4575,3413
927,4841
3914,2820
371,2427
741,2098
4800,3304
4654,1226
492,1502
390,1874
3315,4453
4301,3415
1875,2461
910,953
2702,723
1898,2561
116,1090
4454,3531
4118,179
1603,1367
4996,3129
2207,217
1695,608
4076,4561
1292,581
45,4838
2763,4162
3889,1496
3180,3113
4875,4533
4563,2939
1228,2311
1281,2011
3359,4609
1996,3445
431,110
4834,3359
4113,3167
941,2913
2811,2974
901,4539
4919,3975
755,2866
4994,2844
3989,1815
3694,9
2343,3880
1710,1805
3632,695
438,1621
1083,1587
4683,1339
4697,539
1060,4951
3635,4813
1523,1835
689,170
1632,2131
361,797
2445,3191
4288,3625
1698,3203
2329,4694
1521,3265
547,4474
4666,2598
670,1764
4670,118
3082,3956
1129,4213
2695,2264
215,2194
3475,1404
319,3800
1219,1022
1937,534
3442,142
3501,1771
1789,4137
156,1976
3719,1049
2985,2375
4087,274
555,596
4039,4551
678,1974
4014,2445
1285,2662
229,4358
3221,3230
454,3865
537,2587
2930,4105
4220,3282
354,3817
3516,2951
1926,4678
1596,1356
1511,1726
3830,1976
2589,1625
732,3434
4060,4318
2873,843
3467,4898
2538,1299
2797,712
3986,1613
596,2617
1778,2766
1822,904
4016,2088
4562,4738
2276,4328
2701,4256
1058,1423
4765,3175
3368,4152
3571,4927
4738,3630
1086,250
4531,4598
1291,4331
446,4541
2179,3485
4050,889
1553,3036
701,2238
3552,4323
4695,2042
1332,1468
1740,3391
2842,128
1021,4968
2197,4382
2592,3294
1119,4041
4546,1527
2147,509
4162,3793
3143,4812
4588,1586
3252,2574
3767,3960
2567,3219
1968,299
1165,1100
1915,1369
1361,970
3662,2730
401,366
3150,2690
4785,1258
4993,4845
4820,2679
309,2257
4533,3411
2363,1090
1742,1063
1386,1869
2743,1263
4444,3081
3361,2529
2309,1677
2939,4854
1743,387
767,2011
3840,4018
1032,1114
189,1480
3032,2122
1705,4433
2964,2667
3742,4862
3404,1053
4639,4000
4559,2328
3710,1674
3947,866
4336,3431
3876,3685
115,2821
3044,3807
2888,779
4765,3271
4381,3618
774,1901
353,3938
1821,3312
728,490
893,943
874,814
1427,3510
3350,3291
2694,1376
4870,377
4515,438
4807,1597
856,4902
780,1874
2368,2350
4459,2757
2536,2464
4570,3769
4232,1014
2876,968
1364,2574
752,4912
4079,2775
66,456
3191,2692
1799,2141
2197,356
2570,4856
3541,225
45,1943
1432,1041
1419,3897
2748,1131
4980,2853
3729,4065
1419,1485
4962,1093
1611,967
3394,107
4623,3152
2299,683
3831,4310
4794,2984
828,372
2047,4005
4407,3724
399,1379
4958,1434
2673,1252
344,1761
3124,4572
4308,1154
927,983
2001,2458
172,1981
4705,3951
2293,2143
465,3097
2277,3944
411,2125
3992,4620
2906,3144
271,183
2537,1341
4982,3433
2751,1667
3920,2453
4198,3550
1926,3299
1596,4524
1180,3001
3792,3848
4820,1956
943,4994
1300,1168
1322,1898
4013,1043
4249,2293
1400,670
1420,363
4319,729
3224,3685
4877,3252
586,924
508,3978
3089,1464
4572,1412
4766,899
4434,1331
3206,2099
2111,350
3567,1419
21,4666
3906,3319
1025,573
3056,2552
4108,4695
4290,2354
642,3165
4374,4592
2385,502
4402,2100
4380,3580
2224,2783
1434,1779
1162,4332
3918,602
4819,1127
1419,1336
4917,4658
3485,1312
403,4228
4472,4148
3872,2364
1149,4982
4342,1568
3175,633
4142,456
2814,3631
2300,374
334,1633
3520,2064
1268,108
617,2416
2714,4802
2246,941
1760,3872
3777,924
4970,3240
2067,2480
1418,4247
2002,2723
2535,3897
2361,2508
3022,4344
3078,2478
3318,668
3157,3876
294,4353
4990,2697
1427,3527
4093,866
4106,905
2517,3379
776,4296
1613,2633
949,625
1261,386
4410,4127
4609,989
95,2618
4350,1358
2430,1528
956,3774
505,1114
3315,2339
159,2846
1985,254
466,2850
4853,632
69,1090
2603,324
4486,3023
4296,2904
411,2582
1753,1322
1579,1005
4122,4899
1577,638
2166,4233
344,2793
4395,3428
2194,3090
2756,3240
2416,2791
4259,3134
4946,2798
1280,1546
1066,4151
1769,4426
3307,2520
1550,1234
1726,2596
3281,3945
3461,1191
889,2711
1498,1385
2798,2310
3646,360
1912,1777
4545,113
553,4396
414,2706
3953,2729
3401,743
112,3443
79,1868
3493,1925
1633,1309
4852,618
2358,1613
4179,1232
2616,754
970,4103
4313,3144
3368,4553
1081,3877
2108,372
4431,4175
188,1995
3547,2556
606,4538
3813,1396
1526,4866
113,3586
253,436
3454,2790
3638,3959
4625,1463
293,1390
3861,4638
800,2054
4313,1193
3965,3287
1277,509
4133,4936
599,1647
436,4870
2347,529
1448,1925
1943,1178
3272,3226
794,1188
1668,983
4413,4234
3325,2755
1861,494
4318,11
843,1630
3185,2110
3639,139
3617,2183
4565,2072
2239,1547
3917,2981
1073,2448
4649,621
2559,4304
1033,1841
4543,4502
1456,576
4244,3005
1601,2567
43,395
3453,1380
1627,3058
721,3310
2578,1329
1155,582
4650,978
2371,3076
4526,616
783,1311
3922,1266
3761,2797
587,4743
1530,4937
1955,3446
1701,604
2214,3018
1422,2515
3518,525
4340,1100
3919,2084
2046,4866
709,1398
3996,2429
3195,1361
992,255
935,4580
1512,344
4931,2982
4977,2618
4715,1123
2654,174
2392,880
3073,4001
2689,3793
1858,2893
4237,217
2429,225
3751,4818
351,4949
3005,4933
1347,3557
4752,3011
4044,1460
4724,2165
4631,1961
1459,1491
3179,1101
4385,4499
939,2656
2485,3679
2420,3180
165,3612
2047,4812
1263,1327
1249,2179
1169,332
2101,1545
44,1698
3142,2838
2611,1147
1894,1985
3329,4131
4037,915
285,2851
1444,1117
397,1977
1654,4654
2130,4608
4658,4227
1796,4763
4513,4625
2536,2135
3276,4404
3411,1144
1473,4645
899,2061
2436,3119
2033,3105
3271,3481
4991,4280
3913,4333
2731,3239
2807,2138
3556,3901
386,4330
4455,1508
4156,2810
4189,3482
1924,1370
2770,21
200,2884
1799,3585
2081,3084
1744,3869
4812,1925
684,2510
1846,4733
1667,4339
2359,1690
91,2562
3589,1191
1217,107
275,3558
4561,4847
1594,2291
1022,3980
1561,2095
1634,3028
3154,4168
2762,4676
4462,1266
4264,4383
1981,1460
1588,631
3787,3607
1371,4003
2639,4002
45,663
1679,3445
23,2299
14,3903
893,2454
1914,354
3035,2390
4522,4809
1970,2870
843,1208
2297,1837
3777,3993
4240,348
2791,253
571,653
368,742
1913,4648
1831,4024
2386,1825
2766,1501
1844,4054
4402,2068
2239,933
3954,189
2907,4929
2558,2497
2408,2535
1050,4574
598,620
2624,1812
4749,495
57,299
4529,774
127,3680
2774,1475
825,2940
1516,4883
3698,3036
646,2544
3787,1049
447,533
3160,3554
3921,4551
4639,3375
2331,2613
2231,600
2052,2672
1804,2805
3527,4503
3004,885
3084,368
198,2936
1292,3101
3585,1990
4799,2383
978,3274
4778,2820
1478,1725
3913,811
930,3156
1449,4182
233,883
686,4804
914,2961
2874,3860
815,3826
3847,2018
1450,4479
288,3685
2895,1787
646,3450
177,2958
465,275
946,1139
3497,2690
4402,1642
762,3115
561,3220
783,4260
4449,1730
676,1538
4637,4962
3767,4781
941,1738
3315,1834
1457,2694
3038,3069
1447,3350
4805,1079
590,112
2797,4777
2808,2707
4868,3641
3637,3581
863,3250
2748,853
1148,411
239,3037
359,1633
2420,69
1575,864
970,1590
795,2255
653,582
4650,1473
4364,3654
2250,1392
1772,676
2838,4621
1067,3405
3286,3896
2591,794
2665,195
2648,1365
1000,1814
1528,1980
936,4714
4847,4120
4030,1939
3399,4543
71,2713
464,4600
4977,2176
4132,3667
3778,1416
2423,647
1231,2508
1121,1961
3440,36
3455,4647
330,883
2235,2728
2684,3648
1279,2873
1133,123
980,4918
2166,3294
4054,740
3167,3389
3874,1768
1547,2848
2996,2002
3782,3744
2885,4566
2661,1263
4192,2798
1033,3495
3768,4341
3184,4988
4578,701
4039,4961
293,3992
2045,89
269,2929
4300,207
2669,703
1748,1730
4093,4074
749,2658
2953,4300
1060,2812
4437,3659
1182,266
4268,2339
84,2294
4054,2366
1625,3636
4400,2598
306,1778
113,3313
4095,1875
1392,4511
3621,3790
1965,3512
4317,463
3575,1622
138,1626
1653,4279
3,2509
2964,2928
974,208
4009,2711
247,2401
3821,3962
4665,2020
2999,2150
121,3243
2670,1465
3449,317
3059,4047
1376,4481
4156,4698
450,4797
4697,4211
739,2944
229,2471
1609,3363
488,553
3047,2374
1928,1311
4352,2602
543,4874
4585,1217
355,4211
659,2189
3464,721
1222,97
3282,835
2122,318
4025,4367
4151,1118
3083,895
3282,4414
312,1397
3278,2295
3140,2997
2316,3469
414,3404
2480,489
4942,812
4640,3348
2135,1430
473,4270
1995,4728
85,1148
2321,2692
848,29
2322,3158
3872,1149
3439,598
1359,3205
4387,2921
1643,2658
3180,2128
4503,2804
3551,1016
4467,4651
4207,4118
4130,3573
2063,3896
908,602
4077,3322
1358,1439
3890,3269
814,3538
2696,4067
2733,2914
4706,2899
3669,3232
181,1566
2805,4082
396,1419
3572,256
1030,1824
2180,996
4714,2056
1663,1853
2856,725
1192,3934
2653,4174
3594,2565
1616,2735
2051,4509
554,1015
2547,1220
3271,211
1651,1303
4800,4644
992,2796
4073,3933
1468,665
4023,3929
1306,1533
2815,4824
3266,4401
1728,2436
1029,4232
3406,2541
693,811
2827,49
4959,4420
1417,2123
3121,2913
375,701
168,2173
326,3852
2375,2009
3135,4737
2536,1451
3522,4296
2270,2907
4699,1757
1911,3161
2725,4268
2754,4750
1093,1964
990,3123
4098,957
1537,567
1732,1365
1118,4914
903,1932
4852,1140
755,2685
2283,4357
2184,3893
3268,3742
4263,1625
3289,248
1187,3180
2116,2915
1899,4146
264,3744
1421,3219
1295,3284
1435,3510
256,4468
4418,1989
3076,1064
954,3219
3748,2428
4765,1645
1601,3808
717,2548
3958,873
63,4752
1201,2478
2979,3330
2198,3457
2283,2048
3041,115
1864,1867
2404,829
4542,3051
4603,1711
2609,3251
1645,4778
2282,1708
1172,3510
3391,2706
2128,645
2878,2193
532,1501
1516,2436
396,4445
396,3346
4908,3594
2752,1458
3797,2249
3038,401
3955,1733
3360,302
1341,4728
1072,1611
1895,3443
3780,3414
1604,4321
2538,1308
1322,3096
3328,1902
3631,1870
4344,1780
2781,364
3446,3951
4926,131
4005,3912
1704,253
3747,1445
4911,2735
1252,925
1870,4917
3608,3812
4268,2910
1217,4743
3723,2661
2817,3122
260,175
3968,3103
2817,3912
2017,4593
4783,3992
4011,3519
2047,916
667,3796
1947,700
2377,1016
4590,4103
294,3749
2948,1223
1566,1463
4622,947
4176,2718
2288,3723
1025,3977
3085,1887
2216,4415
307,3873
4902,4286
1248,3393
3566,4325
3131,678
95,1891
3880,3836
2013,18
4404,489
2701,4470
1955,4810
1114,3543
4925,1961
2350,2629
4097,3233
4303,1892
1471,1094
163,4851
2465,317
2254,4620
3458,1245
225,2146
2248,105
362,3368
3294,2943
687,252
2160,39
3664,2614
3483,2947
725,1997
1371,2473
2615,3587
3212,4168
3279,239
1526,4086
2553,4535
3052,1573
531,3862
1948,2008
1141,2765
3906,3070
1708,386
3293,1662
1100,2332
3625,2907
2519,2243
2047,1296
3606,3976
2623,1435
4587,1195
1142,4736
3956,2266
1378,1780
2733,1074
4357,1138
2157,789
1327,1294
3417,372
3575,1892
3109,4430
3959,4916
1437,2293
2212,4386
2964,2406
1262,1329
2183,1317
2382,1601
238,3668
3622,4551
3871,250
103,4485
1688,2820
295,2198
502,2533
43,1182
2808,183
1182,830
3460,3527
2831,1575
4955,4346
4704,4877
2001,1580
858,2653
2614,1753
4318,1055
3663,1652
782,3560
1587,3955
1840,4182
2554,2108
2120,2538
2209,391
927,3738
2035,342
4800,1397
3694,1538
1984,3517
105,4428
2721,686
2971,3768
3633,992
2783,982
2432,2182
119,127
2977,4123
563,3822
586,4225
3773,3944
181,1770
4150,2277
4294,4639
1328,3247
2116,2140
3472,4316
41,2993
4448,2682
3257,1931
4339,1441
2067,3452
1791,2734
1304,3844
2754,4763
657,2761
653,4160
3602,2458
3238,4016
4435,1638
3787,2033
3190,2670
4487,1051
2342,2581
4593,3666
4558,4983
2342,1772
4534,2595
1324,224
1963,380
4121,2019
2882,1556
3949,4490
2568,4118
1990,2999
2399,741
4937,3644
2736,2868
2809,3031
1512,4225
1386,667
3209,3166
3215,1196
1190,2153
2070,4190
118,411
3853,841
4526,769
2901,2229
1530,4180
4460,538
2667,3065
206,1536
3474,1975
2968,2353
4085,3028
936,1059
427,2012
366,919
4456,374
3887,256
905,2080
135,1397
1180,1452
4442,4910
2550,4168
3321,4511
2689,372
3871,4907
4322,1849
679,1932
4805,2123
3389,4377
1805,3181
146,465
1328,2701
783,284
1020,2081
481,4808
4654,3298
1339,2838
3865,2716
1469,4962
3308,3878
2475,2663
2995,2082
4050,67
4403,1464
4965,109
2411,2144
4226,4363
4494,4465
1965,1963
2784,1336
2607,3915
390,1466
1321,2976
4844,422
523,4435
1245,2931
399,3380
609,843
763,1715
1797,1017
3919,866
7,1779
3726,4798
4522,3310
3806,539
296,4870
3223,3653
3467,4909
3550,2130
1900,3278
1335,3486
1725,4779
4814,1458
4149,2483
1467,3345
1346,2169
3650,4687
2976,3222
334,2450
162,1915
3863,4064
3174,1091
1345,4975
252,2532
217,1827
3369,2988
3568,4343
945,1438
875,3793
2895,1626
4216,4145
4202,3620
4435,994
439,325
4533,1674
1394,4636
681,4644
2036,1327
595,717
2570,2896
3679,2854
2277,137
4142,2410
1626,1002
4995,2121
922,3559
4816,4433
2831,2206
1055,1834
2617,1022
718,3684
3759,1627
3239,1156
259,2116
3433,199
4824,1041
187,1097
4909,3952
4558,2249
2728,1906
3531,4639
4100,693
3969,738
1748,3417
4031,3511
1695,423
3926,4274
3612,3031
1391,2388
2947,3357
4723,4856
3417,1664
1386,3306
891,824
1615,202
1335,1700
816,1622
2179,2143
4937,2188
1144,4833
1568,3027
382,2767
4090,2414
4925,3938
4183,3404
2303,1603
4652,3604
2678,2141
1782,1049
503,2757
2326,4400
669,597
952,4399
578,4477
898,2729
94,1695
4489,4888
4523,2036
988,3084
1796,3882
90,2152
4438,2805
3310,3697
1717,3756
443,1292
1643,3586
3510,4138
1074,990
4809,3301
2385,3865
1405,3999
2263,4356
23,3312
3700,4343
3169,1198
2213,305
3654,5
1850,3981
4805,3193
4466,2456
1668,4088
1201,3913
4851,1665
4197,2883
4231,1502
158,1235
3674,4549
1120,2452
2234,3080
255,3306
2065,3639
618,4246
2294,2820
2144,4433
1044,2786
748,2216
3879,585
3460,3627
1327,4106
3477,1673
1095,3683
4414,2454
2493,407
1126,1073
4073,874
993,567
3663,2259
2237,1233
2592,2806
2105,2804
2960,1946
3957,1184
1220,4077
1336,201
1991,4330
374,3788
2947,2929
36,2606
4922,2779
2053,3771
3708,3090
3475,2699
740,1682
4153,306
159,3001
4167,1333
2026,4513
3085,713
3612,2168
631,658
4034,2718
2864,2195
4674,344
4823,4474
449,645
3605,2843
3781,3948
1100,487
4692,27
111,4260
2432,1734
3334,4326
1244,1800
1368,1450
4696,2394
4303,4022
1711,2552
2052,2306
3708,1086
2785,4905
1673,2275
3245,692
1141,3817
501,4143
4352,2107
4912,4394
607,741
2200,4356
259,345
2281,2929
4084,3595
3666,2063
1719,885
3088,4509
3730,479
4188,1842
652,2694
4674,3322
2255,603
3623,526
4189,3871
4948,4412
2165,1568
1417,1354
3835,229
2590,586
4221,2900
4799,3450
1333,2155
1367,3488
1419,1572
1967,1781
4177,1627
4215,103
592,2473
1566,2332
92,1095
468,3224
4987,2081
4407,614
204,13
1030,2911
2156,509
3279,2329
4701,939
4383,4669
4326,4794
844,2956
966,4005
2221,1110
3436,3127
1607,2518
1763,4695
429,2101
3469,1526
1591,4892
2890,1600
629,2330
1222,4579
2828,3939
3627,4857
540,4718
1915,4518
2872,4360
1716,3582
4995,1821
1498,4061
4259,2970
4873,3384
2159,4309
2223,3688
1494,1652
1444,4165
3236,2669
600,4661
3255,1877
1000,4826
100,1720
2589,170
1248,2975
3268,1795
2845,3671
3087,2379
2025,953
2310,804
424,993
41,4453
684,1225
4127,829
809,4640
1626,3952
2456,4962
2606,3618
3467,860
